pais,ano,litros,euros,euros_por_litro
Irlanda,2010,339296.0,2191596.0,6.46
Irlanda,2011,356945.0,2287328.0,6.41
Irlanda,2012,318022.0,1871955.0,5.89
Irlanda,2013,247742.0,1566593.0,6.32
Irlanda,2014,223506.0,1438665.0,6.44
Irlanda,2015,288238.0,1851137.0,6.42
Irlanda,2016,308052.0,1937208.0,6.29
Irlanda,2017,257101.0,1650270.0,6.42
Irlanda,2018,313504.0,1813585.0,5.78
Irlanda,2019,299581.0,1768457.0,5.9
Irlanda,2020,299906.0,1581397.0,5.27
Irlanda,2021,489877.0,2685785.0,5.48
Irlanda,2022,375043.0,2109821.0,5.63
Irlanda,2023,425980.0,2672676.0,6.27
Irlanda,2024,455052.0,2937290.0,6.45
Irlanda,2025,374249.0,2452738.0,6.55
Islândia,2006,21089.0,149356.0,7.08
Islândia,2007,22408.0,179511.0,8.01
Islândia,2008,15669.0,117930.0,7.53
Islândia,2009,16286.0,89672.0,5.51
Islândia,2010,10929.0,60905.0,5.57
Islândia,2011,25354.0,162364.0,6.4
Islândia,2012,26882.0,156575.0,5.82
Islândia,2013,24299.0,161587.0,6.65
Islândia,2014,20312.0,125421.0,6.17
Islândia,2015,27337.0,196518.0,7.19
Islândia,2016,21404.0,154298.0,7.21
Islândia,2017,35523.0,280421.0,7.89
Islândia,2018,19381.0,174280.0,8.99
Islândia,2019,19764.0,162468.0,8.22
Islândia,2020,17623.0,140280.0,7.96
Islândia,2021,33258.0,280316.0,8.43
Islândia,2022,23175.0,237364.0,10.24
Islândia,2023,24019.0,246956.0,10.28
Islândia,2024,28105.0,289016.0,10.28
Islândia,2025,21556.0,203237.0,9.43
Israel,2006,8179.0,50235.0,6.14
Israel,2007,5162.0,28738.0,5.57
Israel,2008,6224.0,35738.0,5.74
Israel,2009,9371.0,52281.0,5.58
Israel,2010,3476.0,31826.0,9.16
Israel,2011,6665.0,43341.0,6.5
Israel,2012,9116.0,56403.0,6.19
Israel,2013,8331.0,54369.0,6.53
Israel,2014,10577.0,81833.0,7.74
Israel,2015,19305.0,130990.0,6.79
Israel,2016,22935.0,134535.0,5.87
Israel,2017,31133.0,199098.0,6.4
Israel,2018,33818.0,204186.0,6.04
Israel,2019,34756.0,221679.0,6.38
Israel,2020,41853.0,289361.0,6.91
Israel,2021,65225.0,433918.0,6.65
Israel,2022,83168.0,550222.0,6.62
Israel,2023,74501.0,445085.0,5.97
Israel,2024,89370.0,495530.0,5.54
Israel,2025,81223.0,430936.0,5.31
Itália,2006,868859.0,4120878.0,4.74
Itália,2007,765463.0,3957355.0,5.17
Itália,2008,694079.0,3302810.0,4.76
Itália,2009,611014.0,2866952.0,4.69
Itália,2010,644811.0,3031886.0,4.7
Itália,2011,595815.0,2762550.0,4.64
Itália,2012,520195.0,2393796.0,4.6
Itália,2013,570093.0,2730339.0,4.79
Itália,2014,583631.0,2896519.0,4.96
Itália,2015,531020.0,2705808.0,5.1
Itália,2016,553005.0,2786575.0,5.04
Itália,2017,505128.0,2670247.0,5.29
Itália,2018,536098.0,2795864.0,5.22
Itália,2019,566129.0,2974558.0,5.25
Itália,2020,530049.0,2728178.0,5.15
Itália,2021,692226.0,3644138.0,5.26
Itália,2022,633537.0,3359298.0,5.3
Itália,2023,655796.0,3484137.0,5.31
Itália,2024,575542.0,3091693.0,5.37
Itália,2025,645749.0,3591360.0,5.56
Jamaica,2007,3150.0,22158.0,7.03
Jamaica,2010,891.0,10131.0,11.37
Jamaica,2022,72.0,328.0,4.56
Jamaica,2023,108.0,618.0,5.72
Japão,2006,210151.0,1696601.0,8.07
Japão,2007,277189.0,1937323.0,6.99
Japão,2008,278429.0,1799061.0,6.46
Japão,2009,251464.0,1702234.0,6.77
Japão,2010,247057.0,1788930.0,7.24
Japão,2011,287231.0,2174625.0,7.57
Japão,2012,291953.0,2229894.0,7.64
Japão,2013,274182.0,1791236.0,6.53
Japão,2014,257678.0,1648956.0,6.4
Japão,2015,257100.0,1709598.0,6.65
Japão,2016,272637.0,1865159.0,6.84
Japão,2017,219621.0,1197712.0,5.45
Japão,2018,194992.0,1106986.0,5.68
Japão,2019,196949.0,1215301.0,6.17
Japão,2020,127555.0,798193.0,6.26
Japão,2021,119859.0,739813.0,6.17
Japão,2022,195864.0,1372238.0,7.01
Japão,2023,169328.0,1092391.0,6.45
Japão,2024,153249.0,1043068.0,6.81
Japão,2025,139603.0,895886.0,6.42
Jibuti,2023,20.0,571.0,28.2
Jordânia,2009,797.0,5966.0,7.49
Jordânia,2011,99.0,2214.0,22.36
Jordânia,2013,684.0,4126.0,6.03
Jordânia,2015,63.0,669.0,10.62
Jordânia,2017,95.0,1690.0,17.88
Jordânia,2018,414.0,9147.0,22.09
Jordânia,2019,203.0,3250.0,16.05
Jordânia,2020,1.0,1.0,1.33
Jordânia,2021,743.0,7100.0,9.56
Jordânia,2022,1371.0,15377.0,11.22
Jordânia,2023,141.0,2118.0,15.02
Jordânia,2024,429.0,6074.0,14.16
Kosovo,2010,54.0,0.0,
Laos,2006,90.0,480.0,5.33
Laos,2007,342.0,2629.0,7.69
Laos,2008,90.0,494.0,5.49
Laos,2009,90.0,509.0,5.66
Laos,2011,90.0,510.0,5.67
Laos,2012,90.0,536.0,5.96
Laos,2014,90.0,548.0,6.08
Laos,2016,90.0,566.0,6.29
Laos,2017,90.0,450.0,5.0
Letónia,2006,34182.0,140016.0,4.1
Letónia,2007,42080.0,166385.0,3.95
Letónia,2008,51800.0,271417.0,5.24
Letónia,2009,17116.0,90424.0,5.28
Letónia,2010,71695.0,326360.0,4.55
Letónia,2011,112643.0,538441.0,4.78
Letónia,2012,65737.0,419100.0,6.38
Letónia,2013,78942.0,485263.0,6.15
Letónia,2014,65531.0,462721.0,7.06
Letónia,2015,24227.0,188856.0,7.8
Letónia,2016,43953.0,241672.0,5.5
Letónia,2017,52965.0,308107.0,5.82
Letónia,2018,59382.0,331684.0,5.59
Letónia,2019,116285.0,702324.0,6.04
Letónia,2020,239651.0,1210837.0,5.05
Letónia,2021,238811.0,1285609.0,5.38
Letónia,2022,206803.0,1390385.0,6.72
Letónia,2023,207449.0,1133773.0,5.47
Letónia,2024,145548.0,920072.0,6.32
Letónia,2025,155514.0,1016583.0,6.54
Listenstaine,2006,1158.0,12308.0,10.63
Listenstaine,2007,1194.0,12944.0,10.84
Listenstaine,2008,2145.0,17696.0,8.25
Listenstaine,2009,1455.0,13800.0,9.48
Listenstaine,2010,3540.0,34360.0,9.71
Listenstaine,2011,7325.0,81328.0,11.1
Listenstaine,2012,4281.0,34585.0,8.08
Listenstaine,2013,6430.0,72503.0,11.28
Listenstaine,2014,6564.0,63929.0,9.74
Listenstaine,2015,6560.0,73148.0,11.15
Listenstaine,2016,2947.0,38474.0,13.06
Listenstaine,2017,4842.0,53829.0,11.12
Listenstaine,2018,1120.0,19992.0,17.85
Listenstaine,2019,4237.0,57373.0,13.54
Listenstaine,2020,1424.0,21196.0,14.89
Listenstaine,2021,1683.0,17257.0,10.25
Listenstaine,2022,7807.0,94790.0,12.14
Listenstaine,2023,3874.0,61248.0,15.81
Listenstaine,2024,1401.0,18643.0,13.31
Listenstaine,2025,1746.0,21392.0,12.25
Lituânia,2006,9482.0,36113.0,3.81
Lituânia,2007,11543.0,48059.0,4.16
Lituânia,2008,16664.0,70644.0,4.24
Lituânia,2009,4788.0,33233.0,6.94
Lituânia,2010,7973.0,42844.0,5.37
Lituânia,2011,29208.0,120411.0,4.12
Lituânia,2012,60576.0,259966.0,4.29
Lituânia,2013,61469.0,252666.0,4.11
Lituânia,2014,70591.0,297952.0,4.22
Lituânia,2015,62708.0,280222.0,4.47
Lituânia,2016,71346.0,261118.0,3.66
Lituânia,2017,76762.0,348064.0,4.53
Lituânia,2018,180340.0,714205.0,3.96
Lituânia,2019,87498.0,423073.0,4.84
Lituânia,2020,117229.0,538941.0,4.6
Lituânia,2021,105619.0,545913.0,5.17
Lituânia,2022,148442.0,725247.0,4.89
Lituânia,2023,180484.0,886166.0,4.91
Lituânia,2024,138388.0,720594.0,5.21
Lituânia,2025,148061.0,725956.0,4.9
Loja Franca,2006,30683.0,236732.0,7.72
Loja Franca,2007,3177.0,24890.0,7.83
Loja Franca,2008,2738.0,8971.0,3.28
Loja Franca,2009,1346.0,5157.0,3.83
Loja Franca,2010,824.0,5300.0,6.44
Loja Franca,2011,9452.0,34997.0,3.7
Loja Franca,2012,99833.0,282096.0,2.83
Loja Franca,2013,2250.0,12170.0,5.41
Loja Franca,2014,2673.0,27176.0,10.17
Loja Franca,2015,12234.0,63157.0,5.16
Loja Franca,2016,17643.0,109058.0,6.18
Loja Franca,2017,31364.0,172445.0,5.5
Loja Franca,2018,41712.0,258841.0,6.21
Loja Franca,2019,29302.0,131189.0,4.48
Loja Franca,2020,25171.0,109365.0,4.34
Loja Franca,2021,22204.0,100799.0,4.54
Loja Franca,2022,31911.0,136401.0,4.27
Loja Franca,2023,35505.0,174104.0,4.9
Loja Franca,2024,36959.0,176984.0,4.79
Loja Franca,2025,41214.0,206502.0,5.01
Luxemburgo,2006,373215.0,1528083.0,4.09
Luxemburgo,2007,388062.0,1455330.0,3.75
Luxemburgo,2008,426687.0,1575220.0,3.69
Luxemburgo,2009,400534.0,1597388.0,3.99
Luxemburgo,2010,428113.0,1843266.0,4.31
Luxemburgo,2011,412247.0,1653258.0,4.01
Luxemburgo,2012,385275.0,1712926.0,4.45
Luxemburgo,2013,331816.0,1674366.0,5.05
Luxemburgo,2014,381888.0,1927268.0,5.05
Luxemburgo,2015,395175.0,1978438.0,5.01
Luxemburgo,2016,436881.0,2220381.0,5.08
Luxemburgo,2017,451673.0,2403797.0,5.32
Luxemburgo,2018,420637.0,2270676.0,5.4
Luxemburgo,2019,362870.0,2141879.0,5.9
Luxemburgo,2020,343870.0,2138167.0,6.22
Luxemburgo,2021,358269.0,2449160.0,6.84
Luxemburgo,2022,313626.0,2346046.0,7.48
Luxemburgo,2023,275141.0,1958781.0,7.12
Luxemburgo,2024,251153.0,1972016.0,7.85
Luxemburgo,2025,246089.0,1950470.0,7.93
Líbano,2006,180.0,3832.0,21.29
Líbano,2007,689.0,9329.0,13.55
Líbano,2008,941.0,16119.0,17.14
Líbano,2009,1007.0,11856.0,11.78
Líbano,2010,108.0,3193.0,29.56
Líbano,2011,386.0,12690.0,32.85
Líbano,2012,948.0,6510.0,6.87
Líbano,2013,311.0,3477.0,11.2
Líbano,2014,1029.0,16434.0,15.97
Líbano,2015,2756.0,32277.0,11.71
Líbano,2016,1170.0,5070.0,4.33
Líbano,2017,4714.0,35846.0,7.6
Líbano,2018,168.0,2323.0,13.83
Líbano,2019,1187.0,8224.0,6.93
Líbano,2022,10296.0,52166.0,5.07
Líbano,2023,110.0,1813.0,16.56
Líbano,2025,663.0,16022.0,24.17
Macau,2006,102295.0,672518.0,6.57
Macau,2007,151621.0,961252.0,6.34
Macau,2008,174651.0,914771.0,5.24
Macau,2009,115092.0,820216.0,7.13
Macau,2010,174584.0,1316237.0,7.54
Macau,2011,155992.0,1137440.0,7.29
Macau,2012,182434.0,1766762.0,9.68
Macau,2013,133368.0,1722767.0,12.92
Macau,2014,140250.0,1892265.0,13.49
Macau,2015,176035.0,1332401.0,7.57
Macau,2016,146286.0,1679522.0,11.48
Macau,2017,156357.0,1446483.0,9.25
Macau,2018,143630.0,1401094.0,9.75
Macau,2019,139507.0,1395019.0,10.0
Macau,2020,103232.0,963604.0,9.33
Macau,2021,110398.0,1021388.0,9.25
Macau,2022,80232.0,777943.0,9.7
Macau,2023,85473.0,962585.0,11.26
Macau,2024,102597.0,1157040.0,11.28
Macau,2025,115337.0,1276396.0,11.07
Macedónia,2006,432.0,2257.0,5.22
Macedónia,2009,1008.0,6096.0,6.05
Macedónia,2010,90.0,359.0,3.99
Macedónia,2012,366.0,1393.0,3.81
Macedónia,2022,450.0,2911.0,6.47
Macedónia,2023,387.0,3864.0,9.98
Macedónia,2025,383.0,3536.0,9.24
Madagáscar,2006,216.0,1086.0,5.03
Madagáscar,2009,450.0,2536.0,5.64
Madagáscar,2010,65.0,462.0,7.08
Madagáscar,2012,6606.0,18496.0,2.8
Maiote,2008,180.0,628.0,3.49
Maldivas,2007,68.0,511.0,7.57
Maldivas,2009,840.0,4020.0,4.79
Maldivas,2010,1260.0,4093.0,3.25
Maldivas,2012,1639.0,12130.0,7.4
Maldivas,2013,450.0,3196.0,7.1
Maldivas,2014,1121.0,9153.0,8.17
Maldivas,2015,1224.0,9415.0,7.69
Maldivas,2016,792.0,5242.0,6.62
Maldivas,2017,1364.0,7160.0,5.25
Maldivas,2018,693.0,3384.0,4.88
Maldivas,2019,815.0,4861.0,5.97
Maldivas,2020,356.0,2437.0,6.86
Maldivas,2021,3020.0,18168.0,6.02
Maldivas,2022,378.0,3804.0,10.06
Maldivas,2023,423.0,3943.0,9.32
Maldivas,2024,918.0,7388.0,8.05
Maldivas,2025,1215.0,11610.0,9.56
Mali,2012,1800.0,8400.0,4.67
Malta,2006,26099.0,146127.0,5.6
Malta,2007,19125.0,113135.0,5.92
Malta,2008,18912.0,116701.0,6.17
Malta,2009,12504.0,75083.0,6.0
Malta,2010,15643.0,103622.0,6.62
Malta,2011,19553.0,101825.0,5.21
Malta,2012,17106.0,101448.0,5.93
Malta,2013,17352.0,113216.0,6.52
Malta,2014,16899.0,96547.0,5.71
Malta,2015,24055.0,148229.0,6.16
Malta,2016,22070.0,145250.0,6.58
Malta,2017,19271.0,133883.0,6.95
Malta,2018,20149.0,134228.0,6.66
Malta,2019,25549.0,192688.0,7.54
Malta,2020,26243.0,171507.0,6.54
Malta,2021,32540.0,258721.0,7.95
Malta,2022,35390.0,247953.0,7.01
Malta,2023,28195.0,208307.0,7.39
Malta,2024,24894.0,197853.0,7.95
Malta,2025,25125.0,199140.0,7.93
Malásia,2006,18160.0,123056.0,6.78
Malásia,2007,11547.0,80298.0,6.95
Malásia,2008,5531.0,53436.0,9.66
Malásia,2009,7037.0,54633.0,7.76
Malásia,2010,9380.0,64426.0,6.87
Malásia,2011,9930.0,79202.0,7.98
Malásia,2012,10467.0,73462.0,7.02
Malásia,2013,8114.0,60646.0,7.47
Malásia,2014,8310.0,71572.0,8.61
Malásia,2015,8834.0,64971.0,7.36
Malásia,2016,6633.0,48817.0,7.36
Malásia,2017,9303.0,74747.0,8.03
Malásia,2018,11464.0,115565.0,10.08
Malásia,2019,8253.0,75885.0,9.19
Malásia,2020,17929.0,139818.0,7.8
Malásia,2021,20120.0,148174.0,7.36
Malásia,2022,21044.0,164510.0,7.82
Malásia,2023,16918.0,153994.0,9.1
Malásia,2024,15742.0,177008.0,11.24
Malásia,2025,14443.0,123441.0,8.55
Maláui,2015,252.0,7500.0,29.76
Maláui,2016,77.0,906.0,11.84
Maláui,2018,23.0,89.0,3.93
Maláui,2019,63.0,3255.0,51.67
Marrocos,2006,5265.0,21033.0,3.99
Marrocos,2007,8280.0,35176.0,4.25
Marrocos,2008,11007.0,47410.0,4.31
Marrocos,2009,6750.0,26255.0,3.89
Marrocos,2010,6750.0,29501.0,4.37
Marrocos,2011,7484.0,30173.0,4.03
Marrocos,2012,1917.0,7583.0,3.96
Marrocos,2013,6192.0,25291.0,4.08
Marrocos,2014,5517.0,23266.0,4.22
Marrocos,2015,3213.0,13692.0,4.26
Marrocos,2016,5135.0,23052.0,4.49
Marrocos,2017,5841.0,24475.0,4.19
Marrocos,2018,5184.0,21834.0,4.21
Marrocos,2019,9870.0,42380.0,4.29
Marrocos,2020,3525.0,15687.0,4.45
Marrocos,2021,3227.0,14922.0,4.62
Marrocos,2022,3888.0,17669.0,4.54
Marrocos,2023,4113.0,22028.0,5.36
Marrocos,2024,6701.0,31675.0,4.73
Marrocos,2025,6219.0,29968.0,4.82
Martinica,2011,18.0,657.0,36.52
Martinica,2014,743.0,2749.0,3.7
Martinica,2015,9.0,34.0,3.73
Martinica,2024,369.0,2552.0,6.92
Martinica,2025,333.0,2984.0,8.96
Maurícia,2006,4143.0,13739.0,3.32
Maurícia,2008,527.0,4485.0,8.52
Maurícia,2010,252.0,2282.0,9.06
Maurícia,2012,18.0,679.0,37.71
Maurícia,2013,428.0,4041.0,9.45
Maurícia,2015,333.0,2390.0,7.18
Maurícia,2016,360.0,3782.0,10.51
Maurícia,2017,234.0,2315.0,9.89
Maurícia,2018,519.0,4928.0,9.5
Maurícia,2019,543.0,4269.0,7.86
Maurícia,2020,264.0,1766.0,6.69
Maurícia,2021,1451.0,15261.0,10.52
Maurícia,2022,1337.0,13718.0,10.26
Maurícia,2023,1547.0,21681.0,14.02
Maurícia,2024,1031.0,8264.0,8.02
Maurícia,2025,1215.0,11738.0,9.66
Mianmar,2019,1872.0,1220.0,0.65
Mongólia,2014,905.0,3300.0,3.65
Mongólia,2015,1350.0,5640.0,4.18
Mongólia,2019,248.0,5897.0,23.83
Mongólia,2021,359.0,3898.0,10.87
Mongólia,2024,330.0,5314.0,16.1
Mongólia,2025,734.0,3505.0,4.78
Montenegro,2015,59.0,0.0,
Montenegro,2024,516.0,6517.0,12.63
Moçambique,2006,12551.0,56641.0,4.51
Moçambique,2007,10631.0,40036.0,3.77
Moçambique,2008,13458.0,73544.0,5.46
Moçambique,2009,40507.0,193427.0,4.78
Moçambique,2010,35388.0,119549.0,3.38
Moçambique,2011,58831.0,276734.0,4.7
Moçambique,2012,97713.0,385899.0,3.95
Moçambique,2013,115458.0,444276.0,3.85
Moçambique,2014,205013.0,803080.0,3.92
Moçambique,2015,103550.0,512722.0,4.95
Moçambique,2016,123687.0,595144.0,4.81
Moçambique,2017,58178.0,236210.0,4.06
Moçambique,2018,117187.0,521846.0,4.45
Moçambique,2019,86282.0,356259.0,4.13
Moçambique,2020,87125.0,396635.0,4.55
Moçambique,2021,70169.0,394509.0,5.62
Moçambique,2022,80069.0,508476.0,6.35
Moçambique,2023,57347.0,390119.0,6.8
Moçambique,2024,42248.0,260782.0,6.17
Moçambique,2025,43796.0,283832.0,6.48
México,2006,150716.0,1032873.0,6.85
México,2007,124395.0,770137.0,6.19
México,2008,154527.0,778631.0,5.04
México,2009,104674.0,670254.0,6.4
México,2010,130755.0,779972.0,5.97
México,2011,128098.0,736408.0,5.75
México,2012,159382.0,898161.0,5.64
México,2013,157778.0,930206.0,5.9
México,2014,118211.0,753597.0,6.38
México,2015,152226.0,899024.0,5.91
México,2016,142425.0,935825.0,6.57
México,2017,193130.0,1091168.0,5.65
México,2018,92320.0,639607.0,6.93
México,2019,151940.0,819781.0,5.4
México,2020,102507.0,606526.0,5.92
México,2021,137356.0,768367.0,5.59
México,2022,205476.0,1444240.0,7.03
México,2023,125843.0,934013.0,7.42
México,2024,91009.0,682982.0,7.5
México,2025,160107.0,1073480.0,6.7
Namíbia,2006,2169.0,9376.0,4.32
Namíbia,2007,1170.0,4358.0,3.72
Namíbia,2008,4394.0,25454.0,5.79
Namíbia,2009,279.0,1066.0,3.82
Namíbia,2010,135.0,1053.0,7.8
Namíbia,2012,11076.0,74703.0,6.74
Namíbia,2014,2691.0,31208.0,11.6
Namíbia,2015,1997.0,9986.0,5.0
Namíbia,2016,1350.0,4380.0,3.24
Namíbia,2017,3945.0,26997.0,6.84
Namíbia,2018,45.0,210.0,4.67
Namíbia,2019,270.0,610.0,2.26
Namíbia,2020,225.0,855.0,3.8
Namíbia,2021,2664.0,14118.0,5.3
Namíbia,2022,693.0,3347.0,4.83
Namíbia,2023,785.0,7099.0,9.04
Namíbia,2024,738.0,6097.0,8.26
Namíbia,2025,774.0,6187.0,7.99
Nepal,2014,6000.0,42670.0,7.11
Nepal,2017,3563.0,25233.0,7.08
Nepal,2023,6801.0,40774.0,6.0
Nepal,2024,900.0,3000.0,3.33
Nicarágua,2022,1350.0,3366.0,2.49
Nigéria,2006,90.0,352.0,3.91
Nigéria,2012,1584.0,7206.0,4.55
Nigéria,2013,311.0,1434.0,4.62
Nigéria,2014,10125.0,34276.0,3.39
Nigéria,2015,3834.0,20635.0,5.38
Nigéria,2016,3408.0,7312.0,2.15
Nigéria,2017,2293.0,16650.0,7.26
Nigéria,2018,11030.0,60948.0,5.53
Nigéria,2019,6300.0,34530.0,5.48
Nigéria,2020,13883.0,76428.0,5.51
Nigéria,2021,20520.0,115320.0,5.62
Nigéria,2022,34844.0,198884.0,5.71
Nigéria,2023,4282.0,30178.0,7.05
Nigéria,2024,15646.0,118408.0,7.57
Nigéria,2025,51138.0,305854.0,5.98
Noruega,2006,649483.0,2200628.0,3.39
Noruega,2007,496823.0,2070544.0,4.17
Noruega,2008,417422.0,1709979.0,4.1
Noruega,2009,383245.0,1952094.0,5.09
Noruega,2010,404467.0,1618835.0,4.0
Noruega,2011,376151.0,1686861.0,4.48
Noruega,2012,436946.0,2007853.0,4.6
Noruega,2013,414447.0,2033495.0,4.91
Noruega,2014,420789.0,2102747.0,5.0
Noruega,2015,474392.0,2221281.0,4.68
Noruega,2016,534679.0,2657780.0,4.97
Noruega,2017,589725.0,2557013.0,4.34
Noruega,2018,684281.0,2735085.0,4.0
Noruega,2019,661393.0,3273849.0,4.95
Noruega,2020,929283.0,4572107.0,4.92
Noruega,2021,828660.0,4320888.0,5.21
Noruega,2022,733820.0,3857960.0,5.26
Noruega,2023,728095.0,3988403.0,5.48
Noruega,2024,706895.0,4458277.0,6.31
Noruega,2025,749203.0,4426618.0,5.91
Nova Caledónia,2006,117.0,510.0,4.36
Nova Caledónia,2007,135.0,573.0,4.24
Nova Caledónia,2008,90.0,421.0,4.68
Nova Caledónia,2010,86.0,1085.0,12.69
Nova Caledónia,2022,428.0,2755.0,6.44
Nova Zelândia,2006,93400.0,634238.0,6.79
Nova Zelândia,2007,152278.0,1000911.0,6.57
Nova Zelândia,2008,66396.0,450052.0,6.78
Nova Zelândia,2009,66250.0,475885.0,7.18
Nova Zelândia,2010,124164.0,823509.0,6.63
Nova Zelândia,2011,85532.0,535307.0,6.26
Nova Zelândia,2012,126397.0,856966.0,6.78
Nova Zelândia,2013,100563.0,685557.0,6.82
Nova Zelândia,2014,147762.0,1010140.0,6.84
Nova Zelândia,2015,102555.0,785427.0,7.66
Nova Zelândia,2016,103521.0,810271.0,7.83
Nova Zelândia,2017,90734.0,795441.0,8.77
Nova Zelândia,2018,123265.0,1072331.0,8.7
Nova Zelândia,2019,88606.0,737140.0,8.32
Nova Zelândia,2020,83256.0,732131.0,8.79
Nova Zelândia,2021,121392.0,1137879.0,9.37
Nova Zelândia,2022,129750.0,1135956.0,8.75
Nova Zelândia,2023,92075.0,813264.0,8.83
Nova Zelândia,2024,76458.0,719796.0,9.41
Nova Zelândia,2025,70772.0,623990.0,8.82
Níger,2022,9000.0,36000.0,4.0
Oceania Americana,2007,540.0,2141.0,3.96
Panamá,2006,90767.0,146016.0,1.61
Panamá,2007,85196.0,220630.0,2.59
Panamá,2008,90739.0,163979.0,1.81
Panamá,2009,74499.0,151599.0,2.03
Panamá,2010,80804.0,155459.0,1.92
Panamá,2011,35865.0,82431.0,2.3
Panamá,2012,28251.0,94822.0,3.36
Panamá,2013,2702.0,22364.0,8.28
Panamá,2014,2838.0,21943.0,7.73
Panamá,2015,144.0,385.0,2.67
Panamá,2016,9557.0,52168.0,5.46
Panamá,2017,3967.0,29658.0,7.48
Panamá,2018,2628.0,25640.0,9.76
Panamá,2019,2097.0,12935.0,6.17
Panamá,2020,2543.0,25356.0,9.97
Panamá,2021,3939.0,27263.0,6.92
Panamá,2022,3284.0,37549.0,11.44
Panamá,2023,4199.0,48800.0,11.62
Panamá,2024,2756.0,30061.0,10.91
Panamá,2025,3177.0,29696.0,9.35
Paquistão,2023,2480.0,18506.0,7.46
Paquistão,2024,16128.0,114900.0,7.12
Paquistão,2025,8933.0,63604.0,7.12
Paraguai,2006,13437.0,63176.0,4.7
Paraguai,2007,34196.0,162025.0,4.74
Paraguai,2008,27156.0,126250.0,4.65
Paraguai,2009,3429.0,17027.0,4.97
Paraguai,2010,33990.0,179658.0,5.29
Paraguai,2011,24957.0,147641.0,5.92
Paraguai,2012,28419.0,155294.0,5.46
Paraguai,2013,36735.0,164496.0,4.48
Paraguai,2014,27977.0,141785.0,5.07
Paraguai,2015,20468.0,86899.0,4.25
Paraguai,2016,10379.0,49599.0,4.78
Paraguai,2017,89408.0,502221.0,5.62
Paraguai,2018,48600.0,267065.0,5.5
Paraguai,2019,14531.0,150308.0,10.34
Paraguai,2020,11151.0,105763.0,9.48
Paraguai,2021,12617.0,115271.0,9.14
Paraguai,2022,46067.0,364584.0,7.91
Paraguai,2023,25903.0,202971.0,7.84
Paraguai,2024,40398.0,378715.0,9.37
Paraguai,2025,18809.0,175208.0,9.32
Países Baixos,2006,14151459.0,48313048.0,3.41
Países Baixos,2007,14920294.0,51553270.0,3.46
Países Baixos,2008,13786956.0,48858113.0,3.54
Países Baixos,2009,11405970.0,40335327.0,3.54
Países Baixos,2010,12470117.0,44280513.0,3.55
Países Baixos,2011,12362883.0,44116496.0,3.57
Países Baixos,2012,12824627.0,45378876.0,3.54
Países Baixos,2013,11713133.0,43462331.0,3.71
Países Baixos,2014,11115829.0,43161509.0,3.88
Países Baixos,2015,11000300.0,42367480.0,3.85
Países Baixos,2016,11358218.0,44268821.0,3.9
Países Baixos,2017,11000429.0,43326048.0,3.94
Países Baixos,2018,9377777.0,38304715.0,4.08
Países Baixos,2019,9516169.0,38567482.0,4.05
Países Baixos,2020,9270825.0,37510698.0,4.05
Países Baixos,2021,9261077.0,37590171.0,4.06
Países Baixos,2022,7539464.0,34886487.0,4.63
Países Baixos,2023,7523648.0,35750047.0,4.75
Países Baixos,2024,7828334.0,37238427.0,4.76
Países Baixos,2025,7796225.0,37620369.0,4.83
Peru,2006,2700.0,9360.0,3.47
Peru,2007,3150.0,12469.0,3.96
Peru,2008,5922.0,26676.0,4.5
Peru,2009,2340.0,7558.0,3.23
Peru,2010,2565.0,11070.0,4.32
Peru,2011,2516.0,13081.0,5.2
Peru,2012,4898.0,41232.0,8.42
Peru,2013,3471.0,26247.0,7.56
Peru,2014,4274.0,17990.0,4.21
Peru,2015,5192.0,33367.0,6.43
Peru,2016,4925.0,25144.0,5.11
Peru,2017,7467.0,62831.0,8.41
Peru,2018,5202.0,22156.0,4.26
Peru,2019,6992.0,52108.0,7.45
Peru,2020,4622.0,23397.0,5.06
Peru,2021,5290.0,35841.0,6.78
Peru,2022,3399.0,20424.0,6.01
Peru,2023,5430.0,34082.0,6.28
Peru,2024,5333.0,37181.0,6.97
Peru,2025,1134.0,7141.0,6.3
Polinésia Francesa,2018,293.0,1208.0,4.13
Polinésia Francesa,2022,1125.0,12060.0,10.72
Polónia,2006,177728.0,696331.0,3.92
Polónia,2007,307193.0,1161915.0,3.78
Polónia,2008,330772.0,1298229.0,3.92
Polónia,2009,385204.0,1303426.0,3.38
Polónia,2010,564011.0,1917194.0,3.4
Polónia,2011,783706.0,2591844.0,3.31
Polónia,2012,974208.0,3208076.0,3.29
Polónia,2013,1233388.0,3830649.0,3.11
Polónia,2014,1076528.0,3470354.0,3.22
Polónia,2015,1176191.0,3844131.0,3.27
Polónia,2016,1080801.0,3632353.0,3.36
Polónia,2017,1274912.0,4299735.0,3.37
Polónia,2018,1249903.0,4364153.0,3.49
Polónia,2019,994419.0,3656406.0,3.68
Polónia,2020,1098579.0,3756001.0,3.42
Polónia,2021,1151544.0,4118819.0,3.58
Polónia,2022,1119333.0,4139817.0,3.7
Polónia,2023,1247069.0,4648342.0,3.73
Polónia,2024,1376627.0,5078499.0,3.69
Polónia,2025,1315197.0,4814731.0,3.66
Portugal,2006,40067204.0,119629965.0,2.99
Portugal,2007,44187068.0,132837604.0,3.01
Portugal,2008,40673789.0,130257286.0,3.2
Portugal,2009,33498243.0,118283514.0,3.53
